Strain	Condition	Individual	Replicate	Highlight.1	Rate	OD	Temperature	Specie	Strain2	Line
SK2-1	Control	I2	3	SK2-1_Control_I2	0.17	1.350	20	SK	SK2	1
SK2-2	Control	I2	1	SK2-2_Control_I2	0.174	1.326	20	SK	SK2	2
SK2-2	Control	I2	2	SK2-2_Control_I2	0.172	1.301	20	SK	SK2	2
SK2-2	Control	I2	3	SK2-2_Control_I2	0.168	1.264	20	SK	SK2	2
SK2-3	Control	I2	1	SK2-3_Control_I2	0.17	1.268	20	SK	SK2	3
SK2-3	Control	I2	2	SK2-3_Control_I2	0.17	1.308	20	SK	SK2	3
SK2-3	Control	I2	3	SK2-3_Control_I2	0.174	1.410	20	SK	SK2	3
SK2-4	Control	I2	1	SK2-4_Control_I2	0.17	1.236	20	SK	SK2	4
SK2-4	Control	I2	2	SK2-4_Control_I2	0.168	1.250	20	SK	SK2	4
SK2-4	Control	I2	3	SK2-4_Control_I2	0.169	1.264	20	SK	SK2	4
SK2-1	Control	I3	1	SK2-1_Control_I3	0.168	1.277	20	SK	SK2	1
SK2-1	Control	I3	2	SK2-1_Control_I3	0.171	1.048	20	SK	SK2	1
SK2-1	Control	I3	3	SK2-1_Control_I3	0.174	1.223	20	SK	SK2	1
SK2-2	Control	I3	1	SK2-2_Control_I3	0.165	1.230	20	SK	SK2	2
SK2-2	Control	I3	2	SK2-2_Control_I3	0.171	1.348	20	SK	SK2	2
SK2-2	Control	I3	3	SK2-2_Control_I3	0.168	1.310	20	SK	SK2	2
SK2-3	Control	I3	1	SK2-3_Control_I3	0.168	1.245	20	SK	SK2	3
SK2-3	Control	I3	2	SK2-3_Control_I3	0.17	1.245	20	SK	SK2	3
SK2-3	Control	I3	3	SK2-3_Control_I3	0.17	1.224	20	SK	SK2	3
SK2-4	Control	I3	1	SK2-4_Control_I3	0.166	1.230	20	SK	SK2	4
SK2-4	Control	I3	2	SK2-4_Control_I3	0.17	1.283	20	SK	SK2	4
SK2-4	Control	I3	3	SK2-4_Control_I3	0.168	1.213	20	SK	SK2	4
SK2-1	Treatment	I1	1	SK2-1_Treatment_I1	0.112	1.124	20	SK	SK2	1
SK2-1	Treatment	I1	2	SK2-1_Treatment_I1	0.125	1.048	20	SK	SK2	1
SK2-1	Treatment	I1	3	SK2-1_Treatment_I1	0.113	1.015	20	SK	SK2	1
SK2-2	Treatment	I1	1	SK2-2_Treatment_I1	0.196	1.389	20	SK	SK2	2
SK2-2	Treatment	I1	2	SK2-2_Treatment_I1	0.198	1.322	20	SK	SK2	2
SK2-2	Treatment	I1	3	SK2-2_Treatment_I1	0.187	1.279	20	SK	SK2	2
SK2-3	Treatment	I1	1	SK2-3_Treatment_I1	0.111	1.150	20	SK	SK2	3
SK2-3	Treatment	I1	2	SK2-3_Treatment_I1	0.114	1.243	20	SK	SK2	3
SK2-3	Treatment	I1	3	SK2-3_Treatment_I1	0.114	1.342	20	SK	SK2	3
SK2-4	Treatment	I1	1	SK2-4_Treatment_I1	0.0898	1.413	20	SK	SK2	4
SK2-4	Treatment	I1	2	SK2-4_Treatment_I1	0.0841	1.387	20	SK	SK2	4
SK2-4	Treatment	I1	3	SK2-4_Treatment_I1	0.08695	1.236	20	SK	SK2	4
SK2-1	Treatment	I2	1	SK2-1_Treatment_I2	0.126	1.245	20	SK	SK2	1
SK2-1	Treatment	I2	2	SK2-1_Treatment_I2	0.152	1.085	20	SK	SK2	1
SK2-1	Treatment	I2	3	SK2-1_Treatment_I2	0.122	1.153	20	SK	SK2	1
SK2-2	Treatment	I2	1	SK2-2_Treatment_I2	0.138	1.180	20	SK	SK2	2
SK2-2	Treatment	I2	2	SK2-2_Treatment_I2	0.136	1.239	20	SK	SK2	2
SK2-2	Treatment	I2	3	SK2-2_Treatment_I2	0.128	1.195	20	SK	SK2	2
SK2-3	Treatment	I2	1	SK2-3_Treatment_I2	0.106	1.024	20	SK	SK2	3
SK2-3	Treatment	I2	2	SK2-3_Treatment_I2	0.114	1.105	20	SK	SK2	3
SK2-3	Treatment	I2	3	SK2-3_Treatment_I2	0.11	0.955	20	SK	SK2	3
SK2-4	Treatment	I2	1	SK2-4_Treatment_I2	0.103	1.215	20	SK	SK2	4
SK2-4	Treatment	I2	2	SK2-4_Treatment_I2	0.107	1.364	20	SK	SK2	4
SK2-4	Treatment	I2	3	SK2-4_Treatment_I2	0.105	1.065	20	SK	SK2	4
SK2-1	Treatment	I3	1	SK2-1_Treatment_I3	0.107	1.208	20	SK	SK2	1
SK2-1	Treatment	I3	2	SK2-1_Treatment_I3	0.111	0.964	20	SK	SK2	1
SK2-1	Treatment	I3	3	SK2-1_Treatment_I3	0.116	1.178	20	SK	SK2	1
SK2-2	Treatment	I3	1	SK2-2_Treatment_I3	0.11	1.283	20	SK	SK2	2
SK2-2	Treatment	I3	2	SK2-2_Treatment_I3	0.115	1.267	20	SK	SK2	2
SK2-2	Treatment	I3	3	SK2-2_Treatment_I3	0.109	1.175	20	SK	SK2	2
SK2-3	Treatment	I3	1	SK2-3_Treatment_I3	0.129	1.300	20	SK	SK2	3
SK2-3	Treatment	I3	2	SK2-3_Treatment_I3	0.123	1.072	20	SK	SK2	3
SK2-3	Treatment	I3	3	SK2-3_Treatment_I3	0.129	1.285	20	SK	SK2	3
SK2-4	Treatment	I3	1	SK2-4_Treatment_I3	0.0847	1.376	20	SK	SK2	4
SK2-4	Treatment	I3	2	SK2-4_Treatment_I3	0.0844	1.451	20	SK	SK2	4
SK2-4	Treatment	I3	3	SK2-4_Treatment_I3	0.0845	1.233	20	SK	SK2	4
SK2	Ancestral	Ancestral	1	SK2_Ancestral	0.173	0.807	20	SK	SK2	Ancestral
SK2	Ancestral	Ancestral	2	SK2_Ancestral	0.188	0.671	20	SK	SK2	Ancestral
SK2	Ancestral	Ancestral	3	SK2_Ancestral	0.173	0.624	20	SK	SK2	Ancestral
SK2-1	Control	I1	1	SK2-1_Control_I1	0.129	1.202	16	SK	SK2	1
SK2-1	Control	I1	2	SK2-1_Control_I1	0.142	1.166	16	SK	SK2	1
SK2-1	Control	I1	3	SK2-1_Control_I1	0.13	1.281	16	SK	SK2	1
SK2-2	Control	I1	1	SK2-2_Control_I1	0.132	1.271	16	SK	SK2	2
SK2-2	Control	I1	2	SK2-2_Control_I1	0.126	1.377	16	SK	SK2	2
SK2-2	Control	I1	3	SK2-2_Control_I1	0.133	1.283	16	SK	SK2	2
SK2-3	Control	I1	1	SK2-3_Control_I1	0.123	1.284	16	SK	SK2	3
SK2-3	Control	I1	2	SK2-3_Control_I1	0.126	1.241	16	SK	SK2	3
SK2-3	Control	I1	3	SK2-3_Control_I1	0.124	1.248	16	SK	SK2	3
SK2-4	Control	I1	1	SK2-4_Control_I1	0.131	1.389	16	SK	SK2	4
SK2-4	Control	I1	2	SK2-4_Control_I1	0.134	1.335	16	SK	SK2	4
SK2-4	Control	I1	3	SK2-4_Control_I1	0.132	1.196	16	SK	SK2	4
SK2-1	Control	I2	1	SK2-1_Control_I2	0.129	1.194	16	SK	SK2	1
SK2-1	Control	I2	2	SK2-1_Control_I2	0.156	1.095	16	SK	SK2	1
SK2-1	Control	I2	3	SK2-1_Control_I2	0.131	1.242	16	SK	SK2	1
SK2-2	Control	I2	1	SK2-2_Control_I2	0.128	1.103	16	SK	SK2	2
SK2-2	Control	I2	2	SK2-2_Control_I2	0.128	1.293	16	SK	SK2	2
SK2-2	Control	I2	3	SK2-2_Control_I2	0.135	1.328	16	SK	SK2	2
SK2-3	Control	I2	1	SK2-3_Control_I2	0.13	1.313	16	SK	SK2	3
SK2-3	Control	I2	2	SK2-3_Control_I2	0.126	1.229	16	SK	SK2	3
SK2-3	Control	I2	3	SK2-3_Control_I2	0.134	1.344	16	SK	SK2	3
SK2-4	Control	I2	1	SK2-4_Control_I2	0.126	1.277	16	SK	SK2	4
SK2-4	Control	I2	2	SK2-4_Control_I2	0.123	1.316	16	SK	SK2	4
SK2-4	Control	I2	3	SK2-4_Control_I2	0.145	1.250	16	SK	SK2	4
SK2-1	Control	I3	1	SK2-1_Control_I3	0.131	1.211	16	SK	SK2	1
SK2-1	Control	I3	2	SK2-1_Control_I3	0.131	1.170	16	SK	SK2	1
SK2-1	Control	I3	3	SK2-1_Control_I3	0.132	1.289	16	SK	SK2	1
SK2-2	Control	I3	1	SK2-2_Control_I3	0.124	1.170	16	SK	SK2	2
SK2-2	Control	I3	2	SK2-2_Control_I3	0.135	1.321	16	SK	SK2	2
SK2-2	Control	I3	3	SK2-2_Control_I3	0.131	1.146	16	SK	SK2	2
SK2-3	Control	I3	1	SK2-3_Control_I3	0.126	1.334	16	SK	SK2	3
SK2-3	Control	I3	2	SK2-3_Control_I3	0.133	1.223	16	SK	SK2	3
SK2-3	Control	I3	3	SK2-3_Control_I3	0.121	1.171	16	SK	SK2	3
SK2-4	Control	I3	1	SK2-4_Control_I3	0.13	1.395	16	SK	SK2	4
SK2-4	Control	I3	2	SK2-4_Control_I3	0.132	1.325	16	SK	SK2	4
SK2-4	Control	I3	3	SK2-4_Control_I3	0.131	1.314	16	SK	SK2	4
SK2-1	Treatment	I1	1	SK2-1_Treatment_I1	0.097	1.052	16	SK	SK2	1
SK2-1	Treatment	I1	2	SK2-1_Treatment_I1	0.09305	0.871	16	SK	SK2	1
SK2-1	Treatment	I1	3	SK2-1_Treatment_I1	0.0891	0.790	16	SK	SK2	1
SK2-2	Treatment	I1	1	SK2-2_Treatment_I1	0.143	1.261	16	SK	SK2	2
SK2-2	Treatment	I1	2	SK2-2_Treatment_I1	0.14	1.253	16	SK	SK2	2
SK2-2	Treatment	I1	3	SK2-2_Treatment_I1	0.138	1.356	16	SK	SK2	2
SK2-3	Treatment	I1	1	SK2-3_Treatment_I1	0.0925	1.431	16	SK	SK2	3
SK2-3	Treatment	I1	2	SK2-3_Treatment_I1	0.0861	1.375	16	SK	SK2	3
SK2-3	Treatment	I1	3	SK2-3_Treatment_I1	0.0849	1.314	16	SK	SK2	3
SK2-4	Treatment	I1	1	SK2-4_Treatment_I1	0.0692	0.849	16	SK	SK2	4
SK2-4	Treatment	I1	2	SK2-4_Treatment_I1	0.0641	0.897	16	SK	SK2	4
SK2-4	Treatment	I1	3	SK2-4_Treatment_I1	0.06665	0.744	16	SK	SK2	4
SK2-1	Treatment	I2	1	SK2-1_Treatment_I2	0.0997	1.083	16	SK	SK2	1
SK2-1	Treatment	I2	2	SK2-1_Treatment_I2	0.0993	0.878	16	SK	SK2	1
SK2-1	Treatment	I2	3	SK2-1_Treatment_I2	0.0989	1.138	16	SK	SK2	1
SK2-2	Treatment	I2	1	SK2-2_Treatment_I2	0.0996	1.367	16	SK	SK2	2
SK2-2	Treatment	I2	2	SK2-2_Treatment_I2	0.0999	1.266	16	SK	SK2	2
SK2-2	Treatment	I2	3	SK2-2_Treatment_I2	0.102	1.314	16	SK	SK2	2
SK2-3	Treatment	I2	1	SK2-3_Treatment_I2	0.0919	1.249	16	SK	SK2	3
SK2-3	Treatment	I2	2	SK2-3_Treatment_I2	0.0908	1.227	16	SK	SK2	3
SK2-3	Treatment	I2	3	SK2-3_Treatment_I2	0.0926	1.277	16	SK	SK2	3
SK2-4	Treatment	I2	1	SK2-4_Treatment_I2	0.0772	1.345	16	SK	SK2	4
SK2-4	Treatment	I2	2	SK2-4_Treatment_I2	0.0745	1.374	16	SK	SK2	4
SK2-4	Treatment	I2	3	SK2-4_Treatment_I2	0.07585	1.104	16	SK	SK2	4
SK2-1	Treatment	I3	1	SK2-1_Treatment_I3	0.0959	1.075	16	SK	SK2	1
SK2-1	Treatment	I3	2	SK2-1_Treatment_I3	0.09215	0.747	16	SK	SK2	1
SK2-1	Treatment	I3	3	SK2-1_Treatment_I3	0.0884	0.800	16	SK	SK2	1
SK2-2	Treatment	I3	1	SK2-2_Treatment_I3	0.0713	0.937	16	SK	SK2	2
SK2-2	Treatment	I3	2	SK2-2_Treatment_I3	0.0832	1.202	16	SK	SK2	2
SK2-2	Treatment	I3	3	SK2-2_Treatment_I3	0.0761	1.322	16	SK	SK2	2
SK2-3	Treatment	I3	1	SK2-3_Treatment_I3	0.0957	1.343	16	SK	SK2	3
SK2-3	Treatment	I3	2	SK2-3_Treatment_I3	0.103	1.263	16	SK	SK2	3
SK2-3	Treatment	I3	3	SK2-3_Treatment_I3	0.0982	1.288	16	SK	SK2	3
SK2-4	Treatment	I3	1	SK2-4_Treatment_I3	0.0681	0.969	16	SK	SK2	4
SK2-4	Treatment	I3	2	SK2-4_Treatment_I3	0.0624	0.880	16	SK	SK2	4
SK2-4	Treatment	I3	3	SK2-4_Treatment_I3	0.06525	0.749	16	SK	SK2	4
SK2	Ancestral	Ancestral	1	SK2_Ancestral	0.144	1.172	16	SK	SK2	Ancestral
SK2	Ancestral	Ancestral	2	SK2_Ancestral	0.14	1.081	16	SK	SK2	Ancestral
SK2	Ancestral	Ancestral	3	SK2_Ancestral	0.139	1.088	16	SK	SK2	Ancestral
SK1-1	Control	I1	1	SK1-1_Control_I1	0.339	1.222	25	SK	SK1	1
SK1-1	Control	I1	2	SK1-1_Control_I1	0.41	1.310	25	SK	SK1	1
SK1-1	Control	I1	3	SK1-1_Control_I1	0.375	1.361	25	SK	SK1	1
SK1-2	Control	I1	1	SK1-2_Control_I1	0.408	1.231	25	SK	SK1	2
SK1-2	Control	I1	2	SK1-2_Control_I1	0.412	1.207	25	SK	SK1	2
SK1-2	Control	I1	3	SK1-2_Control_I1	0.372	1.090	25	SK	SK1	2
SK1-3	Control	I1	1	SK1-3_Control_I1	0.434	1.204	25	SK	SK1	3
SK1-3	Control	I1	2	SK1-3_Control_I1	0.454	1.236	25	SK	SK1	3
SK1-3	Control	I1	3	SK1-3_Control_I1	0.444	1.128	25	SK	SK1	3
SK1-4	Control	I1	1	SK1-4_Control_I1	0.363	1.094	25	SK	SK1	4
SK1-4	Control	I1	2	SK1-4_Control_I1	0.367	1.157	25	SK	SK1	4
SK1-4	Control	I1	3	SK1-4_Control_I1	0.35	1.147	25	SK	SK1	4
SK1-1	Control	I2	1	SK1-1_Control_I2	0.455	1.157	25	SK	SK1	1
SK1-1	Control	I2	2	SK1-1_Control_I2	0.425	1.149	25	SK	SK1	1
SK1-1	Control	I2	3	SK1-1_Control_I2	0.452	1.134	25	SK	SK1	1
SK1-2	Control	I2	1	SK1-2_Control_I2	0.409	1.170	25	SK	SK1	2
SK1-2	Control	I2	2	SK1-2_Control_I2	0.426	1.154	25	SK	SK1	2
SK1-2	Control	I2	3	SK1-2_Control_I2	0.427	1.083	25	SK	SK1	2
SK1-3	Control	I2	1	SK1-3_Control_I2	0.364	1.283	25	SK	SK1	3
SK1-3	Control	I2	2	SK1-3_Control_I2	0.356	1.188	25	SK	SK1	3
SK1-3	Control	I2	3	SK1-3_Control_I2	0.372	1.169	25	SK	SK1	3
SK1-4	Control	I2	1	SK1-4_Control_I2	0.372	1.151	25	SK	SK1	4
SK1-4	Control	I2	2	SK1-4_Control_I2	0.326	1.107	25	SK	SK1	4
SK1-4	Control	I2	3	SK1-4_Control_I2	0.342	1.047	25	SK	SK1	4
SK1-1	Control	I3	1	SK1-1_Control_I3	0.327	1.275	25	SK	SK1	1
SK1-1	Control	I3	2	SK1-1_Control_I3	0.355	1.289	25	SK	SK1	1
SK1-1	Control	I3	3	SK1-1_Control_I3	0.33	1.180	25	SK	SK1	1
SK1-2	Control	I3	1	SK1-2_Control_I3	0.411	1.216	25	SK	SK1	2
SK1-2	Control	I3	2	SK1-2_Control_I3	0.443	1.264	25	SK	SK1	2
SK1-2	Control	I3	3	SK1-2_Control_I3	0.413	1.226	25	SK	SK1	2
SK1-3	Control	I3	1	SK1-3_Control_I3	0.396	1.216	25	SK	SK1	3
SK1-3	Control	I3	2	SK1-3_Control_I3	0.349	1.161	25	SK	SK1	3
SK1-3	Control	I3	3	SK1-3_Control_I3	0.339	1.125	25	SK	SK1	3
SK1-4	Control	I3	1	SK1-4_Control_I3	0.521	1.131	25	SK	SK1	4
SK1-4	Control	I3	2	SK1-4_Control_I3	0.458	1.161	25	SK	SK1	4
SK1-4	Control	I3	3	SK1-4_Control_I3	0.504	1.212	25	SK	SK1	4
SK1-1	Treatment	I1	1	SK1-1_Treatment_I1	0.334	1.202	25	SK	SK1	1
SK1-1	Treatment	I1	2	SK1-1_Treatment_I1	0.321	1.149	25	SK	SK1	1
SK1-1	Treatment	I1	3	SK1-1_Treatment_I1	0.347	1.155	25	SK	SK1	1
SK1-2	Treatment	I1	1	SK1-2_Treatment_I1	0.331	1.201	25	SK	SK1	2
SK1-2	Treatment	I1	2	SK1-2_Treatment_I1	0.339	1.251	25	SK	SK1	2
SK1-2	Treatment	I1	3	SK1-2_Treatment_I1	0.385	1.134	25	SK	SK1	2
SK1-3	Treatment	I1	1	SK1-3_Treatment_I1	0.339	1.169	25	SK	SK1	3
SK1-3	Treatment	I1	2	SK1-3_Treatment_I1	0.313	1.174	25	SK	SK1	3
SK1-3	Treatment	I1	3	SK1-3_Treatment_I1	0.329	1.142	25	SK	SK1	3
SK1-4	Treatment	I1	1	SK1-4_Treatment_I1	0.431	1.172	25	SK	SK1	4
SK1-4	Treatment	I1	2	SK1-4_Treatment_I1	0.379	1.211	25	SK	SK1	4
SK1-4	Treatment	I1	3	SK1-4_Treatment_I1	0.425	1.253	25	SK	SK1	4
SK1-1	Treatment	I2	1	SK1-1_Treatment_I2	0.364	1.249	25	SK	SK1	1
SK1-1	Treatment	I2	2	SK1-1_Treatment_I2	0.355	1.202	25	SK	SK1	1
SK1-1	Treatment	I2	3	SK1-1_Treatment_I2	0.362	1.163	25	SK	SK1	1
SK1-2	Treatment	I2	1	SK1-2_Treatment_I2	0.33	1.196	25	SK	SK1	2
SK1-2	Treatment	I2	2	SK1-2_Treatment_I2	0.331	1.107	25	SK	SK1	2
SK1-2	Treatment	I2	3	SK1-2_Treatment_I2	0.355	1.145	25	SK	SK1	2
SK1-3	Treatment	I2	1	SK1-3_Treatment_I2	0.315	1.170	25	SK	SK1	3
SK1-3	Treatment	I2	2	SK1-3_Treatment_I2	0.325	1.088	25	SK	SK1	3
SK1-3	Treatment	I2	3	SK1-3_Treatment_I2	0.309	1.125	25	SK	SK1	3
SK1-4	Treatment	I2	1	SK1-4_Treatment_I2	0.396	1.082	25	SK	SK1	4
SK1-4	Treatment	I2	2	SK1-4_Treatment_I2	0.4205	1.077	25	SK	SK1	4
SK1-4	Treatment	I2	3	SK1-4_Treatment_I2	0.445	1.228	25	SK	SK1	4
SK1-1	Treatment	I3	1	SK1-1_Treatment_I3	0.332	1.376	25	SK	SK1	1
SK1-1	Treatment	I3	2	SK1-1_Treatment_I3	0.334	1.140	25	SK	SK1	1
SK1-1	Treatment	I3	3	SK1-1_Treatment_I3	0.33	1.087	25	SK	SK1	1
SK1-2	Treatment	I3	1	SK1-2_Treatment_I3	0.318	1.115	25	SK	SK1	2
SK1-2	Treatment	I3	2	SK1-2_Treatment_I3	0.332	1.229	25	SK	SK1	2
SK1-2	Treatment	I3	3	SK1-2_Treatment_I3	0.356	1.127	25	SK	SK1	2
SK1-3	Treatment	I3	1	SK1-3_Treatment_I3	0.376	1.180	25	SK	SK1	3
SK1-3	Treatment	I3	2	SK1-3_Treatment_I3	0.396	1.114	25	SK	SK1	3
SK1-3	Treatment	I3	3	SK1-3_Treatment_I3	0.386	1.116	25	SK	SK1	3
SK1-4	Treatment	I3	1	SK1-4_Treatment_I3	0.399	1.126	25	SK	SK1	4
SK1-4	Treatment	I3	2	SK1-4_Treatment_I3	0.331	1.149	25	SK	SK1	4
SK1-4	Treatment	I3	3	SK1-4_Treatment_I3	0.365	1.058	25	SK	SK1	4
SK1	Ancestral	Ancestral	1	SK1_Ancestral	0.372	1.129	25	SK	SK1	Ancestral
SK1	Ancestral	Ancestral	2	SK1_Ancestral	0.445	1.255	25	SK	SK1	Ancestral
SK1	Ancestral	Ancestral	3	SK1_Ancestral	0.409	1.248	25	SK	SK1	Ancestral
SK1-1	Control	I1	1	SK1-1_Control_I1	0.4005	1.258	28	SK	SK1	1
SK1-1	Control	I1	2	SK1-1_Control_I1	0.395	1.205	28	SK	SK1	1
SK1-1	Control	I1	3	SK1-1_Control_I1	0.406	1.161	28	SK	SK1	1
SK1-2	Control	I1	1	SK1-2_Control_I1	0.458	1.194	28	SK	SK1	2
SK1-2	Control	I1	2	SK1-2_Control_I1	0.418	1.160	28	SK	SK1	2
SK1-2	Control	I1	3	SK1-2_Control_I1	0.438	0.966	28	SK	SK1	2
SK1-3	Control	I1	1	SK1-3_Control_I1	0.369	1.205	28	SK	SK1	3
SK1-3	Control	I1	2	SK1-3_Control_I1	0.3425	1.239	28	SK	SK1	3
SK1-3	Control	I1	3	SK1-3_Control_I1	0.316	1.064	28	SK	SK1	3
SK1-4	Control	I1	1	SK1-4_Control_I1	0.373	1.090	28	SK	SK1	4
SK1-4	Control	I1	2	SK1-4_Control_I1	0.337	1.028	28	SK	SK1	4
SK1-4	Control	I1	3	SK1-4_Control_I1	0.345	1.043	28	SK	SK1	4
SK1-1	Control	I2	1	SK1-1_Control_I2	0.463	1.153	28	SK	SK1	1
SK1-1	Control	I2	2	SK1-1_Control_I2	0.459	1.088	28	SK	SK1	1
SK1-1	Control	I2	3	SK1-1_Control_I2	0.48	1.091	28	SK	SK1	1
SK1-2	Control	I2	1	SK1-2_Control_I2	0.437	1.118	28	SK	SK1	2
SK1-2	Control	I2	2	SK1-2_Control_I2	0.44	1.141	28	SK	SK1	2
SK1-2	Control	I2	3	SK1-2_Control_I2	0.465	1.096	28	SK	SK1	2
SK1-3	Control	I2	1	SK1-3_Control_I2	0.37	1.195	28	SK	SK1	3
SK1-3	Control	I2	2	SK1-3_Control_I2	0.368	1.231	28	SK	SK1	3
SK1-3	Control	I2	3	SK1-3_Control_I2	0.369	1.022	28	SK	SK1	3
SK1-4	Control	I2	1	SK1-4_Control_I2	0.337	1.085	28	SK	SK1	4
SK1-4	Control	I2	2	SK1-4_Control_I2	0.349	1.138	28	SK	SK1	4
SK1-4	Control	I2	3	SK1-4_Control_I2	0.343	0.938	28	SK	SK1	4
SK1-1	Control	I3	1	SK1-1_Control_I3	0.3585	1.203	28	SK	SK1	1
SK1-1	Control	I3	2	SK1-1_Control_I3	0.375	1.113	28	SK	SK1	1
SK1-1	Control	I3	3	SK1-1_Control_I3	0.342	1.143	28	SK	SK1	1
SK1-2	Control	I3	1	SK1-2_Control_I3	0.381	1.222	28	SK	SK1	2
SK1-2	Control	I3	2	SK1-2_Control_I3	0.443	1.219	28	SK	SK1	2
SK1-2	Control	I3	3	SK1-2_Control_I3	0.425	1.184	28	SK	SK1	2
SK1-3	Control	I3	1	SK1-3_Control_I3	0.377	1.241	28	SK	SK1	3
SK1-3	Control	I3	2	SK1-3_Control_I3	0.369	1.270	28	SK	SK1	3
SK1-3	Control	I3	3	SK1-3_Control_I3	0.335	1.131	28	SK	SK1	3
SK1-4	Control	I3	1	SK1-4_Control_I3	0.576	1.217	28	SK	SK1	4
SK1-4	Control	I3	2	SK1-4_Control_I3	0.547	1.185	28	SK	SK1	4
SK1-4	Control	I3	3	SK1-4_Control_I3	0.549	1.219	28	SK	SK1	4
SK1-1	Treatment	I1	1	SK1-1_Treatment_I1	0.399	1.230	28	SK	SK1	1
SK1-1	Treatment	I1	2	SK1-1_Treatment_I1	0.36	1.101	28	SK	SK1	1
SK1-1	Treatment	I1	3	SK1-1_Treatment_I1	0.385	1.186	28	SK	SK1	1
SK1-2	Treatment	I1	1	SK1-2_Treatment_I1	0.322	1.238	28	SK	SK1	2
SK1-2	Treatment	I1	2	SK1-2_Treatment_I1	0.315	1.165	28	SK	SK1	2
SK1-2	Treatment	I1	3	SK1-2_Treatment_I1	0.326	1.193	28	SK	SK1	2
SK1-3	Treatment	I1	1	SK1-3_Treatment_I1	0.31	1.142	28	SK	SK1	3
SK1-3	Treatment	I1	2	SK1-3_Treatment_I1	0.318	1.227	28	SK	SK1	3
SK1-3	Treatment	I1	3	SK1-3_Treatment_I1	0.309	1.117	28	SK	SK1	3
SK1-4	Treatment	I1	1	SK1-4_Treatment_I1	0.379	1.227	28	SK	SK1	4
SK1-4	Treatment	I1	2	SK1-4_Treatment_I1	0.355	1.191	28	SK	SK1	4
SK1-4	Treatment	I1	3	SK1-4_Treatment_I1	0.343	1.033	28	SK	SK1	4
SK1-1	Treatment	I2	1	SK1-1_Treatment_I2	0.364	1.242	28	SK	SK1	1
SK1-1	Treatment	I2	2	SK1-1_Treatment_I2	0.34	1.098	28	SK	SK1	1
SK1-1	Treatment	I2	3	SK1-1_Treatment_I2	0.379	1.141	28	SK	SK1	1
SK1-2	Treatment	I2	1	SK1-2_Treatment_I2	0.334	1.152	28	SK	SK1	2
SK1-2	Treatment	I2	2	SK1-2_Treatment_I2	0.325	1.155	28	SK	SK1	2
SK1-2	Treatment	I2	3	SK1-2_Treatment_I2	0.372	1.249	28	SK	SK1	2
SK1-3	Treatment	I2	1	SK1-3_Treatment_I2	0.313	1.196	28	SK	SK1	3
SK1-3	Treatment	I2	2	SK1-3_Treatment_I2	0.316	1.249	28	SK	SK1	3
SK1-3	Treatment	I2	3	SK1-3_Treatment_I2	0.306	1.176	28	SK	SK1	3
SK1-4	Treatment	I2	1	SK1-4_Treatment_I2	0.358	1.161	28	SK	SK1	4
SK1-4	Treatment	I2	2	SK1-4_Treatment_I2	0.371	1.274	28	SK	SK1	4
SK1-4	Treatment	I2	3	SK1-4_Treatment_I2	0.312	1.046	28	SK	SK1	4
SK1-1	Treatment	I3	1	SK1-1_Treatment_I3	0.3645	1.287	28	SK	SK1	1
SK1-1	Treatment	I3	2	SK1-1_Treatment_I3	0.368	1.114	28	SK	SK1	1
SK1-1	Treatment	I3	3	SK1-1_Treatment_I3	0.361	0.933	28	SK	SK1	1
SK1-2	Treatment	I3	1	SK1-2_Treatment_I3	0.327	1.066	28	SK	SK1	2
SK1-2	Treatment	I3	2	SK1-2_Treatment_I3	0.323	1.171	28	SK	SK1	2
SK1-2	Treatment	I3	3	SK1-2_Treatment_I3	0.33	1.110	28	SK	SK1	2
SK1-3	Treatment	I3	1	SK1-3_Treatment_I3	0.283	1.183	28	SK	SK1	3
SK1-3	Treatment	I3	2	SK1-3_Treatment_I3	0.334	1.234	28	SK	SK1	3
SK1-3	Treatment	I3	3	SK1-3_Treatment_I3	0.286	1.171	28	SK	SK1	3
SK1-4	Treatment	I3	1	SK1-4_Treatment_I3	0.353	1.183	28	SK	SK1	4
SK1-4	Treatment	I3	2	SK1-4_Treatment_I3	0.342	1.117	28	SK	SK1	4
SK1-4	Treatment	I3	3	SK1-4_Treatment_I3	0.36	1.207	28	SK	SK1	4
SK1	Ancestral	Ancestral	1	SK1_Ancestral	0.354	1.205	28	SK	SK1	Ancestral
SK1	Ancestral	Ancestral	2	SK1_Ancestral	0.32	1.185	28	SK	SK1	Ancestral
SK1	Ancestral	Ancestral	3	SK1_Ancestral	0.346	1.236	28	SK	SK1	Ancestral
SK1-1	Control	I1	1	SK1-1_Control_I1	0.2365	0.871	31	SK	SK1	1
SK1-1	Control	I1	2	SK1-1_Control_I1	0.22	0.791	31	SK	SK1	1
SK1-1	Control	I1	3	SK1-1_Control_I1	0.253	0.945	31	SK	SK1	1
SK1-2	Control	I1	1	SK1-2_Control_I1	0.262	1.071	31	SK	SK1	2
SK1-2	Control	I1	2	SK1-2_Control_I1	0.263	1.167	31	SK	SK1	2
SK1-2	Control	I1	3	SK1-2_Control_I1	0.279	1.083	31	SK	SK1	2
SK1-3	Control	I1	1	SK1-3_Control_I1	0.251	0.853	31	SK	SK1	3
SK1-3	Control	I1	2	SK1-3_Control_I1	0.278	1.252	31	SK	SK1	3
